# This is the local BusyFit history file in which all fit results are stored.
# In order to delete the history, e.g. prior to a batch run of BusyFit on a
# large number of spectra, simply delete the file; it will be recreated 
# during the next launch of the software. Alternatively, you may choose to 
# remove individual entries from the file. The results of new fits will be 
# appended at the end of the file.
#
# The parameters in the respective columns (separated by tabs) are:
#
# Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
#
SPEC_J1241.DAT	0	128	120	1.27222e-05	1.06019e-07	0.01	1.60958e-06	0.00814934	1.00386	4465.93	0.554781	2592.43	0.261593	4655.96	59.256	4842.34	59.8428	4862.58	3.76385	8987.24	2.43346	13513.5	1242.8	50.1311	0.0406265	55.6065	0.162935	79.9363	9.75111e-06	0.00949995	7.02804e-07	0.000567724
SPEC_J1243.DAT	0	128	120	2.46107e-06	2.05089e-08	0.01	1.91959e-05	0.529757	0.276403	692.233	4.6659	6.8401e+09	0.106433	3685.03	46.1184	1.82487e+08	44.0722	12248.3	0.632664	1.82435e+08	4.39036	28190.9	1396.43	1.467e+07	0.0116989	7.61906e+06	0.117944	1.77525e+08	7.80989e-05	87215.9	2.31374e-06	595.568
SPEC_J1255+1817.DAT	0	1864	1856	0.000712493	3.83886e-07	0.01	3.27975e-10	0.00533036	0.314654	85.2124	6.89854	1.26947e+18	3719.97	6.04623e+10	966.376	1.42544e+16	975.242	1486.54	14.4692	1.42544e+16	1.34583	429.038	808.15	4.67137e+13	0.0687261	1.54464e+11	0.107994	3.22098e+12	6.40347e-05	1.9091e+08	4.74605e-06	1.91651e+09
SPEC_J1327+4326.DAT	0	1858	1853	0.000425852	2.29818e-07	0.01	2.45405e-05	2.00872e+14	3.78966	2.53899e+18	4.57314	8.12041e+18	0	0	1118.63	4.271e+17	0.1	0	0.406355	1.47651e+18	0	0	726.024	2.30357e+15	0.00445222	1.49577e+16	0.0060837	9.87822e+15	2.39259e-05	1.83929e+14	1.07404e-07	4.89096e+11
SPEC_J1342+5110.DAT	0	487	482	3.15209e-05	6.53961e-08	0.01	9.98841e-06	0.00343123	0.111258	140.072	0.37712	777.78	0	0	234.524	3029.33	0.1	0	12.5122	3683.26	0	0	570.862	12.9432	0.103065	29.6545	0.131541	35.0489	9.96846e-06	0.00325231	1.02862e-06	0.000266876
SPEC_J1428.DAT	2	512	504	8.79331e-06	1.74471e-08	0.01	134.914	7.29307e+07	0.320812	4020.57	0.735873	1487.7	0.0619704	205.807	237.192	172881	233.161	610.598	-5.77922	186858	6.46835	5950.78	1018.68	6.46306	0.0352585	13.1516	0.058416	32.323	3.04904e-05	0.0373111	9.97513e-07	0.000894245
SPEC_J1438d.DAT	0	505	500	1.41248e-05	2.82497e-08	0.01	1.32328e-05	0.0129632	0.237052	463.322	0.405206	861.16	0	0	249.66	1913.97	0.1	0	4.50693	4104.34	0	0	1238.59	16.1145	0.0760257	40.6554	0.107403	43.4748	1.25222e-05	0.00577692	9.72445e-07	0.000358886
SPEC_J1443.DAT	1	512	507	5.61189e-06	1.10688e-08	0.01	576526	1.45859e+12	0.083403	4466.36	0.532159	442.838	0	0	276.647	3.08235e+06	0.1	0	-26.675	3.09373e+06	0	0	1035.63	31.1236	0.0306723	99.5268	0.0484171	57.0823	4.64962e-05	0.0145716	1.56846e-06	0.001743
SPEC_J1551.DAT	0	505	500	8.11857e-06	1.62371e-08	0.01	1.36398e-05	0.677809	10.1479	7.1101e+20	0.544596	12608	0	0	230.365	1.17772e+18	0.1	0	0.331417	1.17772e+18	0	0	1068.85	3.79398e+15	0.0101283	4.76815e+16	0.0182307	3.30771e+16	8.77585e-06	4.11854e+13	1.00724e-07	6.10609e+10
SPEC_J1639.DAT	0	512	504	0.000180329	3.57795e-07	0.01	0.000112431	0.358234	0.126561	76.1529	0.0791416	60.0612	0.0444112	92.2539	234.983	7851.21	235.953	1343.66	5.2473	25902.8	1.33862	1702.71	1316.28	2.17081	0.104726	5.11529	0.143235	5.77823	7.78587e-05	0.00427453	8.20346e-06	0.000299232
SPEC_J2219+0229.DAT	0	1117	1109	0.000205712	1.85493e-07	0.01	1.90615e-05	0.118793	0.252078	232.836	0.351217	420.961	0.0257895	77.1991	583.812	3443.18	583.652	1430.46	1.44898	14431.5	4.21014	3356.78	717.123	4.05538	0.0271075	5.15376	0.0884507	7.29599	4.44029e-05	0.00643374	1.93035e-06	0.000247282
