Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
J0410+7656_vpt+03.DAT	2	135	127	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-737.2	0	0	0	0	0	0	0	0	0
J0834+5535_vpt+03.DAT	2	180	172	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1140	0	0	0	0	0	0	0	0	0
J0901+2901_vpt+03.DAT	2	123	115	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1208	0	0	0	0	0	0	0	0	0
J0903+1622_mmo+17.DAT	1	26	21	181.895	8.66164	0.01	214423	1.24949e+08	7.17748	8.42626e+16	0.101262	2.07629	0	0	-6.63087	1.46079e+14	0.1	0	-16.6558	1.46079e+14	0	0	-12.2655	1.20453e+15	41.412	3.87598e+16	88.1384	3.78359e+16	0.167419	1.1581e+14	9.2299	4.21116e+14
J0909+4253_vpt+03.DAT	2	100	92	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-866.4	0	0	0	0	0	0	0	0	0
J1124+1919_gss+06.DAT	2	67	59	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	49403.7	0	0	0	0	0	0	0	0	0
J1206+6413_vpt+03.DAT	2	77	69	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	36.88	0	0	0	0	0	0	0	0	0
J1209-2032_mpg+20.DAT	2	106	98	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-246.2	0	0	0	0	0	0	0	0	0
J1326+3154_vpt+03.DAT	2	473	465	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1651	0	0	0	0	0	0	0	0	0
J1347+1217_gss+06.DAT	2	362	354	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	36063.8	0	0	0	0	0	0	0	0	0
J1400+6210_vpt+03.DAT	2	84	76	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-953.8	0	0	0	0	0	0	0	0	0
J15131921+3431340_mmo+17.DAT	0	33	25	210.966	8.43865	0.01	0.305682	94.3894	0.855744	11.0881	0.400784	9.05895	0.000493851	3.44845	11.8424	433.616	9.37256	2120.37	0.624575	541.45	5.78546	3204.56	13.3942	2.41958	129.925	9.52938	178.51	5.28494	0.279466	0.0145213	35.1653	1.4012
J153452.DAT	0	30	25	19.8607	0.794426	0.01	0.0281124	0.00651343	1.16993	1.76229	0.385223	0.322405	0	0	12.4961	0.585501	0.1	0	3.6126	0.713087	0	0	61.676	16.2374	191.897	36.6586	246.436	47.413	0.0280373	0.00607163	5.38875	0.936981
J17081524+2111175_mmo+17.DAT	0	29	24	360.048	15.002	0.01	0.138501	0.0552972	0.544572	0.504722	0.422985	0.374133	0	0	13.139	0.477467	0.1	0	2.9859	1.09407	0	0	13.8287	5.12889	217.932	13.1529	304.365	13.4638	0.13246	0.00708106	29.3919	1.25394
J1815+6127_vpt+03.DAT	2	93	85	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-2923	0	0	0	0	0	0	0	0	0
J1816+3457_ptf+00.DAT	2	483	475	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	1.13723	0	0	0	0	0	0	0	0	0
J1821+3942_vpt+03.DAT	2	107	99	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1641	0	0	0	0	0	0	0	0	0
J1944+5448_vpt+03.DAT	2	301	293	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-2650	0	0	0	0	0	0	0	0	0
J1945+7055_ptc99.DAT	2	22	14	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	1.28842	0	0	0	0	0	0	0	0	0
J2052+3635_vpt+03.DAT	2	154	146	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-441.5	0	0	0	0	0	0	0	0	0
J224500-343030_asd+19.DAT	1	22	17	20.8988	1.22934	0.01	3.01352e+09	2.41365e+12	0.95395	0.202566	0.106582	1.79326	0	0	-9.6616	761.535	0.1	0	-21.1542	762.879	0	0	13.2919	7.35208	9.82296	4.96727	15.9407	44.5747	0.136403	0.150996	1.5062	0.481724
J2255+1313_vpt+03.DAT	2	221	213	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1581	0	0	0	0	0	0	0	0	0
J2316+0405_gss+06.DAT	2	274	266	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	65008.1	0	0	0	0	0	0	0	0	0
J2355+4950_vpt+03.DAT	2	76	68	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-268.6	0	0	0	0	0	0	0	0	0
SPEC_J0919+0146.DAT	0	463	455	4.8426	0.0106431	0.01	0.00482049	0.30132	0.0345664	0.334845	0.0212314	0.324484	0.0156581	1.82895	276.702	765.435	268.999	119.718	8.81855	1375.58	0.945547	41.9025	624.889	0.167024	0.271258	0.339505	0.414256	0.366019	0.00238013	0.00216584	0.000676502	0.000549336
SPEC_J1521+5508.DAT	1	512	504	13.8167	0.0274141	0.01	0.00778927	0.572675	0.692495	3.45616	0.076481	0.806596	0.00420281	0.19356	255.258	278.089	262.363	54.8817	-0.880585	283.981	3.16597	25.2742	686.192	0.0675387	0.0191507	0.0669949	0.101334	0.120403	0.00449561	0.00729407	0.000193558	0.000249228
