Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
1245-197_ak17.DAT	1	69	61	35.0183	0.57407	0.01	0.687056	12.2827	0.138828	0.16272	0.154096	0.138926	0.00102309	0.00148869	36.5802	5.38276	38.426	1.02201	-2.9149	38.7892	4.22138	0.829308	-6.1649	4.21914	100.734	5.18579	204.462	9.90225	0.163077	0.00529671	21.3414	0.678701
1504+377_cmr+98.DAT	0	122	114	322.686	2.83058	0.01	7.77979e-05	0.787153	0.317981	0.0366883	0.297586	0.0651404	3659.45	3.70361e+07	82.5356	0.303727	81.537	0.0974465	4.59246	1.02781	0.301218	0.862565	333.822	0.561576	83.1436	1.33051	110.167	1.48898	0.341233	0.00692884	26.0663	0.40091
1543+480_ak18.DAT	1	33	25	3.55134	0.142053	0.01	0.325283	9.83014	0.857056	1.27107	0.162966	0.376188	0.236247	4.42547	6.4001	42.7564	9.77649	14.6783	-2.95506	40.9581	2.80606	14.0334	345.283	0.0807726	0.623139	0.31973	1.06429	0.279466	0.0352643	0.00667557	0.0246986	0.00416447
1555-140_cwm+06.DAT	2	216	208	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-3.13611e+06	0	0	0	0	0	0	0	0	0
2121+24_mir89.DAT	2	85	80	21.4816	0.268519	0.01	7.95511e+09	7.202e+12	0.379073	0.169483	0.0188814	0.33346	0	0	-83.0736	4689.19	0.1	0	-125.965	4690.99	0	0	30433.5	152.77	23.5391	1489.38	42.1054	972.684	0.0412349	0.627571	1.17115	7.52558
J0025-2602_vpt+03.DAT	2	35	27	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-658.8	0	0	0	0	0	0	0	0	0
J0141+1353_vpt+03.DAT	2	155	147	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-361.4	0	0	0	0	0	0	0	0	0
J01465-0157_adi19.DAT	0	120	115	17.2921	0.150366	0.01	0.0413746	0.180544	0.0509544	0.0391412	0.0261152	0.0496427	0	0	59.2837	47.1615	0.1	0	10.4587	82.6517	0	0	39.73	0	0	0	0	0	0.0210081	0.00234521	0	0
J0410+7656_vpt+03.DAT	2	135	127	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-737.2	0	0	0	0	0	0	0	0	0
J0834+5535_vpt+03.DAT	2	180	172	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1140	0	0	0	0	0	0	0	0	0
J0901+2901_vpt+03.DAT	2	123	115	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1208	0	0	0	0	0	0	0	0	0
J0909+4253_vpt+03.DAT	2	100	92	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-866.4	0	0	0	0	0	0	0	0	0
J1206+6413_vpt+03.DAT	2	77	69	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	36.88	0	0	0	0	0	0	0	0	0
J1326+3154_vpt+03.DAT	2	473	465	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1651	0	0	0	0	0	0	0	0	0
J1400+6210_vpt+03.DAT	2	84	76	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-953.8	0	0	0	0	0	0	0	0	0
J153452.DAT	0	30	25	1.98607e-05	7.94426e-07	0.01	2.81124e-05	0.00651343	1.16993	1762.29	0.385223	322.405	0	0	12.4961	585.501	0.1	0	3.6126	713.087	0	0	61.676	16237.4	191.897	36658.6	246.436	47413	2.80373e-05	0.00607163	0.00538875	0.936981
J1815+6127_vpt+03.DAT	2	93	85	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-2923	0	0	0	0	0	0	0	0	0
J1821+3942_vpt+03.DAT	2	107	99	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1641	0	0	0	0	0	0	0	0	0
J1944+5448_vpt+03.DAT	2	301	293	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-2650	0	0	0	0	0	0	0	0	0
J2052+3635_vpt+03.DAT	2	154	146	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-441.5	0	0	0	0	0	0	0	0	0
J2255+1313_vpt+03.DAT	2	221	213	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-1581	0	0	0	0	0	0	0	0	0
J2355+4950_vpt+03.DAT	2	76	68	nan	nan	0.01	0	-nan	0.5	-nan	0.5	-nan	0.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	2	-nan	-268.6	0	0	0	0	0	0	0	0	0
SPEC_J0919+0146.DAT	0	463	455	4.8426e-06	1.06431e-08	0.01	4.82049e-06	0.30132	0.0345664	334.845	0.0212314	324.484	0.0156581	1828.95	276.702	765435	268.999	119718	8.81855	1.37558e+06	0.945547	41902.5	624.889	167.024	0.271258	339.505	0.414256	366.019	2.38013e-06	0.00216584	6.76502e-07	0.000549336
SPEC_J1521+5508.DAT	1	512	504	1.38167e-05	2.74141e-08	0.01	7.78927e-06	0.572675	0.692495	3456.16	0.076481	806.596	0.00420281	193.56	255.258	278089	262.363	54881.7	-0.880585	283981	3.16597	25274.2	686.192	67.5387	0.0191507	66.9949	0.101334	120.403	4.49561e-06	0.00729407	1.93558e-07	0.000249228
